100,00:00:42,2024/3/18,W,10:48:42,22.1,68.0,
101,00:00:48,2024/3/18,W,10:48:48,22.1,68.0,
102,00:00:00,2024/3/18,W,10:48:00,22.0,68.1,
103,00:00:06,2024/3/18,W,10:48:06,21.9,68.2,
104,00:00:12,2024/3/18,W,10:48:12,21.9,68.2,
105,00:00:18,2024/3/18,W,10:48:18,22.0,68.1,
106,00:00:24,2024/3/18,W,10:48:24,22.1,67.7,
107,00:00:30,2024/3/18,W,10:48:30,22.0,67.5,
108,00:00:36,2024/3/18,W,10:48:36,22.1,68.1,
109,00:00:42,2024/3/18,W,10:48:42,22.1,68.0,
110,00:00:48,2024/3/18,W,10:48:48,22.1,68.0,
